0. Точка отсчёта ,,,,,,,,,,
Паспорт проекта,,,,,,,,,,
,Раздел 10. Финальный CTA - Задача: Последний шанс захватить тех кто дочитал но ещё не решился. ,,,,,,,,,
,• Повтор главного оффера в 1–2 строки,,,,,,,,,
,• Усилитель: гарантия / бонус / дедлайн / ограничение мест ,,,,,,,,,
,• Форма или кнопка - максимально простые ,,,,,,,,,
,• Альтернатива: [WhatsApp] для тех кто не хочет форму ⚠️ Это должна быть отдельная страница /thank-you - цель в Метрике,,,,,,,,,
Блок А: Сниппет ,"Универсальный, SEO - стандарт Title и Description, применяется ко всем страницам без исключения. (все страницы)",,,,,,,,,
,Задача: Каждая страница видна в поиске с уникальным Title и Description. ,,,,,,,,,
,"• Title: ключ в начале + выгода + бренд, 50–60 симв. ",,,,,,,,,
,"• Description: проблема + решение + CTA, 140–160 симв., не дублирует Title Инструкция: SEO META in 1 CLICK → SUMMARY",,,,,,,,,
Блок Б: Финальный CTA,"Универсальный, конверсионный - единый стандарт захвата лида в конце коммерческих страниц. (Главная / Список / Услуга / О нас)",,,,,,,,,
,"Задача: Захватить тех, кто не готов купить сразу.",,,,,,,,,
,"• Заголовок: конкретный оффер, не «свяжитесь с нами» ",,,,,,,,,
,• Форма: Имя + Телефон/Email ,,,,,,,,,
,• Кнопки: [Основное действие] + [WhatsApp] ,,,,,,,,,
,• Тест: тестовая заявка доходит до CRM,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Юридическая часть,,,,,,,,,,
Элемент,Суть + Советы - Инструкция,Статус,Доказательство,Размещено на странице,Размещено на странице,Размещено на странице,Размещено на странице,Размещено на странице,Размещено на странице,
Cookie-баннер,"Суть: 
Уведомление о сборе cookies - требование 152-ФЗ и условие работы рекламных пикселей. 

Идеал: 
Баннер появляется при первом визите, даёт выбор, запоминает решение. 

Инструкция: 
1. Открыть сайт в режиме инкогнито 
2. Проверить: баннер есть → кнопки [Принять все] + [Отклонить необязательные] 
3. Нажать «Отклонить» → при следующем визите баннер не появляется",,,,,,,,,
Футер: Политика + Реквизиты,"Суть: 
Юридическая база доверия - обязательна для рекламных кабинетов и B2B-клиентов. 

Идеал: 
В футере видны ссылка на Политику и реквизиты юрлица. 

Инструкция: 
1. Прокрутить любую страницу до футера 
2. Проверить: ссылка «Политика конфиденциальности» кликабельна и ведёт на страницу 
3. Проверить: юрлицо + ИНН + ОГРН присутствуют",,,,,,,,,
Согласие в формах,"Суть: 
Каждая форма захвата имеет чекбокс согласия - без него сбор данных незаконен. 

Идеал: 
Чекбокс не предзаполнен, содержит ссылку на Политику, блокирует отправку без галочки. 

Инструкция: 
1. Найти все формы на сайте (заявка / звонок / квиз) 
2. Проверить: чекбокс есть, не стоит по умолчанию, текст со ссылкой на Политику 
3. Попробовать отправить без галочки → форма должна заблокировать",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Спрос: семантика, кластеризация, намерения",,,,,,,,,,
Сервис: Яндекс - Алгоритм запуска эффективной пойсковой кампании,,,,,,,,,,
Элемент,Суть + промт ,Статус,Кампания №1 - поисковая,,,,,,,
1. Определить рамки продвижения,"Ограничение семантики, чтобы не собирать мусор

Чётко зафиксировать: 
что продвигаем (услуга / симптом / результат) 
что НЕ продвигаем (бесплатно, онлайн, вакансии, обучение, DIY). 
Список минус-зон обязателен до сбора семантики.

Промт:
Подбери мне поисковые синонимы к этому запросу: 

Время:
минимум: 4 часа
максимум: 8 часов",,что Продвигаем и Не продвигаем:,,,,,,,
,,,что продвигаем:,,,,,,,
,,,,,,,,,,
,,,что НЕ продвигаем:,,,,,,,
,,,,,,,,,,
2. Собрать пользовательские формулировки,"Реальный язык ЦА

Собирать запросы из Wordstat, поисковых подсказок, блока «Похожие запросы». 
Фиксировать разговорные формулировки, жаргон, сокращения, ошибки. 
Никакой фильтрации на этом этапе.

Промт:
Переведи список запросов в живой язык целевой аудитории.

Не повторяй исходные формулировки.
Не пиши искусственно.
Сгруппируй по намерениям.
Для каждой группы покажи:
1. Что человек хочет на самом деле
2. Как он сказал бы это по-человечески

Нужен результат в логике реального клиента, а не набора запросов.

Время:
минимум: 4 часа
максимум: 16 часов",,Реальный язык ЦА,,,,,,,
,,,,,,,,,,
3. Частотность и кластеры,"Понять, есть ли спрос и как он структурирован

Использовать 
Яндекс Wordstat - Собрать длиннохвостые фразы 3–6 слов. 
Разделить семантику по принципу: 1 кластер = 1 тема = 1 интент. 
Короткие общие запросы не брать за основу.

Промт:
Твоя цель понять, спрос и как он структурирован: Собрать длиннохвостые фразы 3–6 слов. Разделить семантику по принципу: 
1 кластер = 1 тема = 1 интент. Короткие общие запросы не брать за основу.

Время:
минимум: 8 часов
максимум: 32 часа",,фильтр №1 Кластеризация Яндекс Wordstat,,,,,,,
,,,,,,,,,,
4. Размер и логика групп,"Адаптация под объём рынка

Сверхузкая ниша: 
допустим старт с 1 группы. 
Широкий спрос: формировать 3–8 групп по подтемам. 
Не дробить кластеры без необходимости.

Промт:
Ниже реальные интенты, твоя цель схожие интенты объединить в одну группу, в итоге у нас должно получится от 3 до 8 групп, схожими интенты должны составлять один кластер:

Время:
минимум: 4 часа
максимум: 12 часов",,фильтр №2 максимальное объединение ,,,,,,,
,,,Группа 1,,,,,,,
,,,,,,,,,,
,,,Группа 2,,,,,,,
,,,,,,,,,,
,,,Группа 3,,,,,,,
,,,,,,,,,,
,,,Группа 4,,,,,,,
,,,,,,,,,,
,,,Группа 5,,,,,,,
,,,,,,,,,,
,,,Группа 6,,,,,,,
,,,,,,,,,,
,,,Группа 7,,,,,,,
,,,,,,,,,,
,,,Группа 8,,,,,,,
,,,,,,,,,,
5. Оценка спроса и стоимости + Очистка и финализация семантики,"Проверка жизнеспособности интента + Удаление мусора

Через Прогноз бюджета Яндекс Директа. 
Минимум 50 кликов в неделю на группу. 
Если меньше — расширить семантику (+10–20 длинных фраз) или объединить группы.

Убрать фразы без интента, с низким прогнозом, с пересечением смыслов. 
В финал идут только группы, прошедшие порог ≥50 кликов/неделя.

Время:
минимум: 8 часов
максимум: 24 часа",,фильтр №3 прогнозы на клики и переходы,,,,,,,
,,,"Группа 1
Прогноз показов - Прогноз кликов▼ - Прогноз бюджета, руб. ",,,,,,,
,,,,,,,,,,
,,,Группа 2,,,,,,,
,,,,,,,,,,
,,,Группа 3,,,,,,,
,,,,,,,,,,
,,,Группа 4,,,,,,,
,,,,,,,,,,
,,,Группа 5,,,,,,,
,,,,,,,,,,
,,,Группа 6,,,,,,,
,,,,,,,,,,
,,,Группа 7,,,,,,,
,,,,,,,,,,
,,,Группа 8,,,,,,,
,,,,,,,,,,
6. Наполнение групп ключами,"Подготовка к обучению алгоритмов

В каждую группу: 
5–10 фраз одного смысла. 
Меньше — слабое обучение, больше — потеря релевантности. 
Использовать только длиннохвостые фразы (3–6 слов).

Промт №1 для финального вида клучевых слов в группах:
Ты специалист по семантике и структуре Яндекс Директ.
Задача: по моим спискам слов/фраз сформировать ключевые фразы для групп объявлений на уровне ГРУППЫ ОБЪЯВЛЕНИЙ.

КРИТИЧЕСКИЕ ОГРАНИЧЕНИЯ:
1) Используй ТОЛЬКО те слова/фразы, которые присутствуют в моих списках. Никаких новых слов, синонимов, расширений, домыслов.
2) В группах НЕ ДОЛЖНО быть пересечений: одна и та же фраза может попасть только в одну группу.
4) Основа групп — длиннохвостые фразы 3–6 слов. Короткие общие запросы не использовать как основу.
6) В каждой группе держи от 5 до 200 ключевых фраз одного смысла. Если в списке меньше — бери сколько есть, без добивки.
7) НИКОГДА не добавляй минус-слова, сценарии, географию, автотаргетинг и любые другие блоки. Только группы + ключевые фразы.
8) Очистка обязательна: убери явный мусор/обрывы слов, дубли (точные и почти точные), нормализуй регистр.

АЛГОРИТМ:
A) Очисти список: убери обрывы, мусор, дубли. Сохрани исходные формулировки фраз (не перефразируй).
B) Разнеси фразы по интентам (кластеризация по смыслу). Приоритет коммерческому интенту (“купить”, “заказать”, “цена”, “в москве” и т.п.), если он есть в списке.
C) Каждая группа — один понятный сегмент/интент. Название группы = краткое описание сегмента
D) Проверь: пересечений нет, в каждой группе от 5 до 200 фраз (или меньше, если не хватает), все фразы взяты ТОЛЬКО из моего списка.

Сгруппируй эти фразы. Помни, что не должно быть пересечений по ключевым словам в группах: если слово упоминалось ранее, то в дальнейшем оно не должно появляться в других группах:

Если остались фразы, которые нельзя корректно включить (слишком общие / не 3–6 слов / ломают интент) — добавь в конце отдельный блок:
Неиспользованные:
- <фраза>

МОИ ФРАЗЫ:

Промт для уточнений:
Ты специалист по Яндекс.Директ.
Задача: сгенерируй УТОЧНЕНИЯ (callouts) для объявлений.
Требования:
1) Каждое уточнение до 25 символов с пробелами.
2) Без цен, процентов, сравнений, “№1”, “лучший”, “самый”, “гарантия” и других спорных/недоказуемых утверждений.
3) Без капслока и лишних знаков (!, ???).
4) Формулировки должны быть универсальными, чтобы их можно было добавить к любому объявлению кампании.
5) Уточнения отражают УТП и факты, не обещания.
6) Дай ровно 12 уточнений.
7) После каждого уточнения в скобках укажи точное число символов.
Контекст (УТП/факты объекта):
[вставь сюда: локация, формат размещения, ключевые преимущества, контактные каналы, условия]
Ключевые интенты/фразы:
[вставь сюда 5–15 ключевых фраз]

Промт для быстрых ссылок:
Учти УТП и Ключевые фразы и сформируй 8 передоложенной  с заголовком на 30 символов и с описанием на 60: (фразы) УТП:(предложения)
Страница: 
Фразы: 

Время:
минимум: 8 часа
максимум: 32 часа",,Финальные вид групп,,,,,,,
,,,Быстрые ссылки,,,,,,,
,,,"Заголовок, до 30","Описание, до 60",Ссылка,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Группа 1,,,,,,,
,,,,,,,,,,
,,,Группа 2,,,,,,,
,,,,,,,,,,
,,,Группа 3,,,,,,,
,,,,,,,,,,
,,,Группа 4,,,,,,,
,,,,,,,,,,
,,,Группа 5,,,,,,,
,,,,,,,,,,
,,,Группа 6,,,,,,,
,,,,,,,,,,
,,,Группа 7,,,,,,,
,,,"7)

Уточнения
",,,,,,,
,,,Группа 8,,,,,,,
,,,"8)

Уточнения
",,,,,,,
7. Формирование объявлений для групп,"Готовность к запуску
Для каждой группы: 
2–3 объявления. 
Кампании и группы разделять логически. 
Если трафик мал — одна группа допустима. П
ри широком спросе — 3–8 групп.

Промт:
Ты специалист по Яндекс Директ (Поиск), сильный в CTR и релевантности. Задача: создать ровно 4 варианта поискового объявления для ОДНОЙ группы ключей под лидогенерацию (конверсия: заявка/обращение). Покупок на сайте нет. Контакты в объявлениях запрещены. Правила генерации: 1) Вывести РОВНО 4 объявления, без таблиц, без комментариев и лишних пояснений. 2) Каждое объявление строго в 3 строках: 1) Заголовок: 2) Доп. заголовок: 3) Текст: 3) Лимиты: Заголовок ≤ 56 символов, Доп. заголовок ≤ 30, Текст ≤ 81. 4) В каждом Заголовке обязателен 1 (ОДИН) релевантный ключ из списка <KEYWORDS>, вставленный дословно. Не дублировать ключ внутри заголовка и не делать “спам”. 5) В каждом объявлении использовать РАЗНЫЕ ключи (не повторять один и тот же ключ между объявлениями). 6) Внутри одного элемента объявления (заголовок/доп. заголовок/текст) не повторять слова (особенно ключевое). Избегать тавтологии. 7) Тон: русский, естественно, премиально, без “массмаркета”, без капса. 8) Запреты: без жаргона, грубости, агрессии, недостоверных обещаний. Нельзя: “№1”, “лучший”, “самый”, “гарантия”, “скидки” (если не подтверждено). Никаких контактов (телефон, email, адрес, мессенджеры). 9) 4 смысловых угла должны заметно отличаться: - Оригинальность/ручная работа/материалы - Интерьер/размещение/сочетания - Оформление/рама/упаковка/подача (если релевантно странице) - Жанры/коллекция/символика/подарочные поводы 10) Пиши так, чтобы объявление прошло модерацию и выглядело максимально релевантным посадочной Самопроверка перед выводом: - Проверь лимиты символов для каждой строки. - Проверь отсутствие повторов слов внутри каждой строки. - Проверь, что в каждом заголовке есть ровно один ключ и ключи не повторяются между объявлениями. Выводи только 4 объявления в заданном формате. Входные данные: 
1) Ссылка на страницу (посадочная): 

2) Группа ключевых фраз (списком, как в Директе):

Время:
минимум: 8 часов
максимум: 24 часа",,Финальные объявления для групп,Ссылка,,,,,,
,,,Группа 1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Группа 2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Группа 3,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Группа 4,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Группа 5,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Группа 6,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Группа 7,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Группа 8,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Сервис: Яндекс - Алгоритм запуска эффективной кампании в РСЯ,,,,,,,,,,
Элемент,Суть + промт ,Статус,Кампания №1 - поисковая,,,,,,,
1. Определить рамки продвижения,"Что делает этап:
Ограничивает тематику, чтобы не собирать мусор и не раздувать РСЯ лишними интересами и неподходящими площадками.

Что фиксируем до запуска:
Что продвигаем: услуга / категория / проблема / результат.
Что не продвигаем: бесплатно, вакансии, обучение, DIY, б/у, форумный интерес, нерелевантные смежные темы.
Какие типы аудиторий допустимы: холодные, тёплые, ретаргетинг, конкуренты, look-alike по интересам.
Какие сегменты точно исключаем.

Почему это важно именно для РСЯ:
В сетях реклама показывается, когда тематика рекламы соответствует тематике площадки или интересам пользователя, поэтому без жёстких рамок РСЯ быстрее уходит в размытую аудиторию, чем поиск.

Официальная логика Яндекса:
На уровне группы в РСЯ настраиваются тематические слова, интересы и привычки, сегменты аудитории и автотаргетинг. То есть рамки нужны ещё до того, как вы начнёте их собирать.

Помоги мне определить рамки продвижения для кампании в РСЯ.

Продукт / услуга:
[вставить]

Раздели результат на 4 блока:
1. Что продвигаем
2. Что не продвигаем
3. Какие тематические направления подходят для РСЯ
4. Какие направления и аудитории нужно исключить

Важно:
- Не смешивай поиск и РСЯ
- Думай не только через поисковый запрос, но и через интерес пользователя и тематику площадки
- Убери мусорные, некоммерческие, учебные, бесплатные и слишком общие сценарии

Время:
минимум: 4 часа
максимум: 8 часов",,,,,,,,,
,,,"1. Что продвигаем
",,,,,,,
,,,"2. Что не продвигаем
",,,,,,,
,,,"3. Какие тематические направления подходят для РСЯ
",,,,,,,
,,,"4. Какие направления и аудитории нужно исключить
",,,,,,,
2. Собрать реальные тематические направления и язык аудитории,"Что делает этап:
Собирает не только “как ищут”, но и чем интересуются, в каком контексте потребляют тему, какие смежные темы связаны с услугой.

Где искать:
•Wordstat — для поиска тематических направлений и смежных формулировок.
•Сайт и посадочные страницы — по структуре услуг и подуслуг.
•Подсказки Яндекса и смежные темы.
•Отчёты Метрики и уже накопленные сегменты аудитории.
•Категории интересов и привычек внутри логики Яндекса.

Важно:
Для РСЯ не надо копировать поисковые фразы “как есть”.
В сетях ключевые фразы определяют тематику площадок и интересы пользователя, а не только буквальный поисковый спрос. Это прямо указано в справке Яндекса.

Что собираем:
1. Базовые тематические слова.
2. Смежные коммерческие темы.
3. Формулировки проблем клиента.
4. Формулировки желаемого результата.
5. Аудиторные сценарии для ретаргетинга и сегментов.

Промт:
Переведи мою тему в язык аудитории для РСЯ.

Тема:
[вставить]

Нужен результат не в логике поисковых запросов, а в логике:
1. Тематических слов для РСЯ
2. Интересов и привычек пользователя
3. Проблем, с которыми живёт клиент
4. Смежных коммерческих тем
5. Сценариев для ретаргетинга

Сгруппируй результат по блокам.
Для каждого блока покажи:
1. что это за тема
2. как пользователь мог бы этим интересоваться
3. подходит ли это для холодной аудитории, тёплой аудитории или ретаргетинга

Время:
минимум: 4 часа
максимум: 16 часов",,,,,,,,,
"3. Структурировать таргетинги по типам, а не только по словам","Что делает этап:
Формирует будущую структуру групп для РСЯ.

Для поиска вы делаете кластеры запросов. Для РСЯ нужно делать кластеры условий показа:
Тематические слова
Интересы и привычки
Сегменты аудитории / ретаргетинг
Автотаргетинг, если нужен дополнительный охват

Это официальный набор таргетингов уровня группы в ЕПК.

Практический принцип:
Один кластер = одна тема = один сценарий показа.
Не смешивать в одной группе одновременно слишком разные типы логики.
Ретаргетинг лучше держать отдельно от холодной аудитории.
Интересы и привычки не смешивать в кучу с десятками несвязанных тем.

Промт:
Помоги мне структурировать РСЯ-кампанию.

Ниже список тем, формулировок и аудиторий:
[вставить]

Раздели их на 4 типа:
1. Тематические слова
2. Интересы и привычки
3. Сегменты аудитории / ретаргетинг
4. Автотаргетинг как дополнительный охват

Дальше внутри каждого типа разбей по принципу:
1 группа = 1 тема = 1 сценарий показа

Не смешивай холодный трафик и ретаргетинг в одной группе.

Время:
минимум: 8 часов
максимум: 24 часа",,,,,,,,,
4. Определить размер и логику групп,"Что делает этап:
Собирает управляемую структуру РСЯ.

Официальная база:
Яндекс рекомендует на уровне группы отдельно настраивать географию, автотаргетинг, тематические слова, интересы и привычки, сегменты аудитории, сценарий группы и тип контента площадок. Это означает, что в РСЯ группа — это не просто “папка с ключами”, а полноценный блок условий показа.

Рабочий принцип:
Если ниша узкая, можно стартовать с 1–3 групп.
Если спрос широкий, логично делать 3–8 групп.
Не дробить группы без причины.
Каждая группа должна отличаться по типу аудитории или по тематике.
Отдельно выносить:
холодные тематические группы,
группы по интересам,
ретаргетинг,
при необходимости конкурентов,
при необходимости отдельный автотаргетинг.

Промт:
Ниже список будущих таргетингов для РСЯ.
Твоя задача — объединить схожие интенты и получить рабочую структуру групп.

Ограничения:
- итогом должно быть от 3 до 8 групп
- каждая группа должна иметь один понятный сценарий показа
- отдельно выделяй:
  1. тематические слова
  2. интересы и привычки
  3. ретаргетинг / сегменты
  4. автотаргетинг, если он нужен
- не смешивай в одной группе холодную аудиторию и ретаргетинг

Список:
[вставить]
",,,,,,,,,
5. Оценка жизнеспособности групп и охвата,"Что делает этап:
Проверяет, есть ли у РСЯ шанс нормально обучаться и откручиваться.

На что смотрим официально:

Для стратегии «Максимум конверсий» Яндекс рекомендует достаточный недельный бюджет.
Для оптимальной работы стратегий недельный бюджет должен быть не меньше 10 × цены конверсии, а в отдельных справках по обучению указывается ещё более высокий ориентир как минимальная и рекомендуемая планка.

Что это значит practically:

Если группа слишком узкая, она не даст данных стратегии.
Если аудитория слишком маленькая, РСЯ не сможет нормально тестировать креативы.
Если бюджета недостаточно, стратегия будет обучаться слабо.

Проверяем:

Хватит ли охвата по группе.
Не слишком ли группа узкая.
Не надо ли объединить несколько близких групп.
Есть ли смысл вынести ретаргетинг отдельно.
Хватит ли недельного бюджета на обучение.

Промт:
Оцени жизнеспособность структуры РСЯ.

Дано:
- группы кампании: [вставить]
- цель: [вставить]
- целевая цена конверсии: [вставить]
- недельный бюджет: [вставить]

Проверь:
1. Какие группы слишком узкие
2. Какие группы стоит объединить
3. Где лучше оставить тематические слова
4. Где лучше использовать интересы и привычки
5. Где обязательно нужен отдельный ретаргетинг
6. Достаточно ли бюджета для стратегии максимум конверсий

Время:
минимум: 8 часов
максимум: 24 часа",,,,,,,,,
6. Наполнение групп таргетингами и элементами,"Что делает этап:
Готовит группы к запуску.

6.1. Если группа на тематических словах

Используем слова и словосочетания, которые описывают тематику предложения, а не только буквальный поисковый запрос.
В сетях ключевая фраза задаёт тематику площадок и интересы пользователя.

6.2. Если группа на интересах и привычках

Заполняем интересы и привычки как отдельный таргетинг группы. Это официальный инструмент РСЯ.

6.3. Если группа на сегментах аудитории

Используем сегменты Яндекс Метрики или Яндекс Аудиторий. Объявления по сегментам могут показываться в сетях и на поиске, но для РСЯ это один из ключевых сценариев ретаргетинга.

6.4. Если нужен дополнительный охват

Подключаем автотаргетинг. Яндекс прямо пишет, что он помогает расширить аудиторию и не опирается только на конкретные формулировки.

6.5. Минус-фразы

Для сетей они тоже используются. Яндекс отдельно пишет, что в сетях минус-слова и минус-фразы нужны для исключения показов на неподходящих площадках.

6.6. Быстрые ссылки и уточнения

Их заполняем тоже, как и в поиске. Уточнения и быстрые ссылки можно задавать на разных уровнях.

Промт для тематических слов:
Ты специалист по структуре РСЯ в Яндекс Директ.

Задача: по моему списку тем и формулировок сформировать тематические слова для групп РСЯ.

Критические ограничения:
1. Не мысли как для поиска.
2. Оставляй только слова и фразы, которые описывают тематику продукта, проблемы, результата или смежного интереса.
3. Убери слишком поисковые, мусорные, случайные и нерелевантные формулировки.
4. Не смешивай разные интенты в одной группе.
5. Каждая группа = одна тема.

В конце выведи:
1. Группы по тематическим словам
2. Отдельно интересы и привычки
3. Отдельно сегменты аудитории
4. Отдельно, где имеет смысл добавить автотаргетинг

Промт для уточнений:
Ты специалист по Яндекс Директ.
Сгенерируй 12 уточнений для РСЯ.

Требования:
1. До 25 символов с пробелами
2. Без спорных обещаний
3. Без капслока
4. Универсальные для кампании
5. Основаны на фактах и УТП

Контекст:
[вставить]


Промт для быстрых ссылок:
Учти УТП и структуру РСЯ-кампании.
Сформируй 8 быстрых ссылок:
- заголовок до 30 символов
- описание до 60 символов

Контекст:
Страница:
Фразы / темы:
УТП:

Время:
минимум: 8 часов
максимум: 32 часа",,,,,,,,,
Изображения для объявлений в РСЯ,"Техническая и визуальная база для показов в РСЯ

Изображения в РСЯ нужны не “для красоты”, а для охвата разных мест размещения в сети.
Яндекс прямо рекомендует добавлять изображения разных форматов, потому что разные площадки поддерживают разные размеры и соотношения сторон. (yandex.ru)

Что должно быть соблюдено:

Формат файла
JPG или PNG. (yandex.ru)
Размер файла
До 10 МБ. (yandex.ru)
Минимальный размер
Не меньше 450 × 450 px. (yandex.ru)
Рекомендуемый размер
Лучше использовать изображения от 1080 px по стороне и выше, в диапазоне до 5000 px. (yandex.ru)
Обязательная логика по форматам
Нужно готовить разные соотношения сторон, потому что в РСЯ разные площадки поддерживают разные форматы.
Базово:
1:1
16:9
9:16
Это прямо следует из рекомендаций Яндекса загружать изображения разных форматов. (yandex.ru)
Текст на изображении
Не должен быть размещён. Яндекс это отдельно указывает в требованиях к изображениям для объявлений. (yandex.ru)
Содержательная релевантность
Изображение должно соответствовать рекламируемому объекту и общим правилам модерации.
Нельзя использовать запрещённые или вводящие в заблуждение материалы. (yandex.ru)
Количество
Яндекс рекомендует добавлять несколько изображений, чтобы система могла тестировать варианты и чаще показывать эффективные. В ЕПК указывается возможность добавить до 5 изображений и до 3 видео на объявление. (yandex.ru)

Практический стандарт для запуска:
На одну группу РСЯ подготовить минимум 3 изображения:

квадратное,
горизонтальное,
вертикальное.

Промт:
Проверь, соответствует ли набор изображений для РСЯ требованиям Яндекс Директа.

Для каждого изображения оцени:
1. Формат файла
2. Размер в пикселях
3. Вес файла
4. Есть ли текст на изображении
5. Подходит ли изображение по содержанию под рекламируемый объект
6. Какой это формат: 1:1, 16:9 или 9:16
7. Чего не хватает для полноценного запуска в РСЯ

В конце выдай:
1. Какие изображения подходят
2. Какие не подходят
3. Какие форматы нужно добавить
4. Итоговый минимальный комплект для запуска",,,,,,,,,
7. Формирование объявлений для групп,"Что делает этап:
Готовит креативы к реальному тесту в РСЯ.

Ключевое отличие от поиска:
В РСЯ креативы критичнее, чем в поиске.
Яндекс рекомендует использовать как можно больше вариантов элементов, а также прямо указывает, что в объявление можно добавить до 5 изображений и до 3 видео, причём лучше использовать разные форматы, потому что эффективные варианты будут показываться чаще.

Что делаем:

Для каждой группы делаем 2–4 объявления.
Заголовки и тексты — разные по углу подачи.
Обязательно тестируем визуалы.
Не ограничиваемся одним изображением.
При возможности добавляем видео.
Делаем разные форматы изображений.

Техническая база из справки:

На уровне объявления есть поля для текстов, изображений, видео и трекинговых ссылок.
В РСЯ используются изображения во всех форматах сети.
Яндекс советует добавлять как можно больше вариантов материалов.

Промт:
Ты специалист по Яндекс Директ, РСЯ.

Задача: создать 4 варианта объявления для одной группы РСЯ под лидогенерацию.

Правила:
1. Дай 4 разных объявления
2. У каждого объявления:
- Заголовок
- Текст
- Идея изображения
- Идея видео, если уместно
3. Смыслы объявлений должны отличаться
4. Без контактов
5. Без недоказуемых обещаний
6. Премиальный, естественный русский язык
7. Объявления должны быть релевантны посадочной и теме группы

Входные данные:
1. Посадочная:
[ссылка]
2. Группа:
[описание группы]
3. УТП:
[вставить]
4. Аудитория:
[вставить]

Время:
минимум: 8 часов
максимум: 24 часа",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Боль → jtbd → офер,,,,,,,,,,
1. Поисковый спрос,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"Поисковый спрос, ядро запросов","Суть: 
фиксирует существующий спрос в формулировках самих пользователей.",,,,,,,,,
,"Отвечает за: 
понимание, что именно рынок хочет решить.",,,,,,,,,
,"Инструкция: 
собрать первичное ядро из Wordstat, Search Console и отчётов по поисковым запросам.",,,,,,,,,
,,,,,,,,,,
"Поисковый спрос, частотность и динамика","Суть: 
показывает объём и сезонность интереса.",,,,,,,,,
,"Отвечает за: 
приоритизацию направлений и тем.",,,,,,,,,
,"Совет: 
не смотреть на запрос изолированно, а сравнивать кластеры между собой.",,,,,,,,,
,"Инструкция: 
проверить динамику, региональность и связанные формулировки по каждому кластеру.",,,,,,,,,
,,,,,,,,,,
"Поисковый спрос, интент","Суть: 
показывает, чего человек реально хочет в момент поиска: 
купить, 
выбрать, 
сравнить, 
понять, 
записаться.",,,,,,,,,
,"Отвечает за: 
корректную будущую посадку и офер.",,,,,,,,,
,"Совет: 
один кластер = один доминирующий интент.",,,,,,,,,
